rating_difference,bullet_g,bullet_r,bullet_p,blitz_g,blitz_r,blitz_p,rapid_g,rapid_r,rapid_p,classical_g,classical_r,classical_p
-60,49,67,0.6836734693877551,19,28,0.7368421052631579,0,0,,0,0,0
-40,83,93,0.5602409638554217,38,50,0.6578947368421053,0,0,,0,0,0
-20,102,104,0.5098039215686274,51,59,0.5784313725490197,0,0,,0,0,0
0,123,126,0.5121951219512195,76,67,0.4407894736842105,0,0,,0,0,0
20,121,95,0.3925619834710744,52,49,0.47115384615384615,0,0,,0,0,0
40,101,75,0.3712871287128713,36,28,0.3888888888888889,0,0,,0,0,0
60,64,56,0.4375,25,12,0.24,1,0,0.0,0,0,0
80,52,43,0.41346153846153844,15,14,0.4666666666666667,0,0,,0,0,0
100,30,18,0.3,4,4,0.5,0,0,,0,0,0
120,34,19,0.27941176470588236,5,6,0.6,0,0,,0,0,0
140,16,12,0.375,0,0,,0,0,,0,0,0
160,4,4,0.5,0,0,,0,0,,0,0,0
180,2,0,0.0,0,0,,0,0,,0,0,0
200,0,0,,1,0,0.0,0,0,,0,0,0
220,0,0,,0,0,,0,0,,0,0,0
240,0,0,,0,0,,0,0,,0,0,0
260,0,0,,0,0,,0,0,,0,0,0
280,0,0,,0,0,,0,0,,0,0,0
300,0,0,,0,0,,0,0,,0,0,0
320,0,0,,0,0,,0,0,,0,0,0
340,0,0,,0,0,,0,0,,0,0,0
360,0,0,,0,0,,0,0,,0,0,0
380,0,0,,0,0,,0,0,,0,0,0
400,0,0,,0,0,,0,0,,0,0,0
420,0,0,,0,0,,0,0,,0,0,0
440,0,0,,0,0,,0,0,,0,0,0
460,0,0,,0,0,,0,0,,0,0,0
480,0,0,,0,0,,0,0,,0,0,0
500,0,0,,0,0,,0,0,,0,0,0
520,0,0,,0,0,,0,0,,0,0,0
540,0,0,,0,0,,0,0,,0,0,0
560,0,0,,0,0,,0,0,,0,0,0
580,0,0,,0,0,,0,0,,0,0,0
600,0,0,,0,0,,0,0,,0,0,0
620,0,0,,0,0,,0,0,,0,0,0
640,0,0,,0,0,,0,0,,0,0,0
660,0,0,,0,0,,0,0,,0,0,0
680,0,0,,0,0,,0,0,,0,0,0
700,0,0,,0,0,,0,0,,0,0,0
720,0,0,,0,0,,0,0,,0,0,0
740,0,0,,0,0,,0,0,,0,0,0
760,0,0,,0,0,,0,0,,0,0,0
780,0,0,,0,0,,0,0,,0,0,0
800,0,0,,0,0,,0,0,,0,0,0
820,0,0,,0,0,,0,0,,0,0,0
840,0,0,,0,0,,0,0,,0,0,0
860,0,0,,0,0,,0,0,,0,0,0
880,0,0,,0,0,,0,0,,0,0,0
900,0,0,,0,0,,0,0,,0,0,0
920,0,0,,0,0,,0,0,,0,0,0
940,0,0,,0,0,,0,0,,0,0,0
960,0,0,,0,0,,0,0,,0,0,0
980,0,0,,0,0,,0,0,,0,0,0
1000,0,0,,0,0,,0,0,,0,0,0
1020,0,0,,0,0,,0,0,,0,0,0
1040,0,0,,0,0,,0,0,,0,0,0
1060,0,0,,0,0,,0,0,,0,0,0
1080,0,0,,0,0,,0,0,,0,0,0
1100,0,0,,0,0,,0,0,,0,0,0
1120,0,0,,0,0,,0,0,,0,0,0
1140,0,0,,0,0,,0,0,,0,0,0
1160,0,0,,0,0,,0,0,,0,0,0
1180,0,0,,0,0,,0,0,,0,0,0
1200,0,0,,0,0,,0,0,,0,0,0
1220,0,0,,0,0,,0,0,,0,0,0
1240,0,0,,0,0,,0,0,,0,0,0
1260,0,0,,0,0,,0,0,,0,0,0
1280,0,0,,0,0,,0,0,,0,0,0
1300,0,0,,0,0,,0,0,,0,0,0
1320,0,0,,0,0,,0,0,,0,0,0
1340,0,0,,0,0,,0,0,,0,0,0
1360,0,0,,0,0,,0,0,,0,0,0
1380,0,0,,0,0,,0,0,,0,0,0
1400,0,0,,0,0,,0,0,,0,0,0
1420,0,0,,0,0,,0,0,,0,0,0
1440,0,0,,0,0,,0,0,,0,0,0
1460,0,0,,0,0,,0,0,,0,0,0
1480,0,0,,0,0,,0,0,,0,0,0
1500,0,0,,0,0,,0,0,,0,0,0
